[2026-08-21 16:03:18][INFO] 
------------------------ training training_args ------------------------
[2026-08-21 16:08:25][INFO] iteration      150/    1000 | consumed samples:        14400 | elapsed time per iteration (ms): 3828.3 | throughput (samples/sec/per_device): 3.135 | learning rate: 2.383512E-05 | global batch size:    96 | action loss: 2.059966E-01 | loss scale: 1.0 | grad norm: 0.743215 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:28][INFO] iteration      151/    1000 | consumed samples:        14496 | elapsed time per iteration (ms): 3073.4 | throughput (samples/sec/per_device): 3.904 | learning rate: 2.381870E-05 | global batch size:    96 | action loss: 1.845374E-01 | loss scale: 1.0 | grad norm: 0.752705 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:32][INFO] iteration      152/    1000 | consumed samples:        14592 | elapsed time per iteration (ms): 3363.7 | throughput (samples/sec/per_device): 3.568 | learning rate: 2.380217E-05 | global batch size:    96 | action loss: 1.752035E-01 | loss scale: 1.0 | grad norm: 0.613547 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:35][INFO] iteration      153/    1000 | consumed samples:        14688 | elapsed time per iteration (ms): 3160.2 | throughput (samples/sec/per_device): 3.797 | learning rate: 2.378553E-05 | global batch size:    96 | action loss: 2.110860E-01 | loss scale: 1.0 | grad norm: 0.690114 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:37][INFO] iteration      154/    1000 | consumed samples:        14784 | elapsed time per iteration (ms): 2306.7 | throughput (samples/sec/per_device): 5.202 | learning rate: 2.376878E-05 | global batch size:    96 | action loss: 1.929902E-01 | loss scale: 1.0 | grad norm: 0.670315 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:39][INFO] iteration      155/    1000 | consumed samples:        14880 | elapsed time per iteration (ms): 2424.5 | throughput (samples/sec/per_device): 4.949 | learning rate: 2.375193E-05 | global batch size:    96 | action loss: 2.066122E-01 | loss scale: 1.0 | grad norm: 0.721985 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:43][INFO] iteration      156/    1000 | consumed samples:        14976 | elapsed time per iteration (ms): 3259.9 | throughput (samples/sec/per_device): 3.681 | learning rate: 2.373496E-05 | global batch size:    96 | action loss: 2.040116E-01 | loss scale: 1.0 | grad norm: 0.665009 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:46][INFO] iteration      157/    1000 | consumed samples:        15072 | elapsed time per iteration (ms): 3604.1 | throughput (samples/sec/per_device): 3.330 | learning rate: 2.371789E-05 | global batch size:    96 | action loss: 1.703230E-01 | loss scale: 1.0 | grad norm: 0.588897 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:49][INFO] iteration      158/    1000 | consumed samples:        15168 | elapsed time per iteration (ms): 2995.4 | throughput (samples/sec/per_device): 4.006 | learning rate: 2.370071E-05 | global batch size:    96 | action loss: 2.149090E-01 | loss scale: 1.0 | grad norm: 0.576525 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:52][INFO] iteration      159/    1000 | consumed samples:        15264 | elapsed time per iteration (ms): 2756.7 | throughput (samples/sec/per_device): 4.353 | learning rate: 2.368342E-05 | global batch size:    96 | action loss: 1.936674E-01 | loss scale: 1.0 | grad norm: 0.541288 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:59][INFO] iteration      160/    1000 | consumed samples:        15360 | elapsed time per iteration (ms): 6526.3 | throughput (samples/sec/per_device): 1.839 | learning rate: 2.366603E-05 | global batch size:    96 | action loss: 1.804890E-01 | loss scale: 1.0 | grad norm: 0.600123 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:08:59][INFO] max time across ranks (ms):
    forward-backward................................: 6394.57
    forward-compute.................................: 582.16
    backward-compute................................: 6115.98
    batch-generator.................................: 3.04
    nan-grad-cleanup................................: 13.67
    grad-clip.......................................: 32.77
    optimizer.......................................: 86.96
    optimizer-inner-step............................: 86.87
    optimizer-scheduler-step........................: 0.10
    optimizer-zero-grad.............................: 1.16
[2026-08-21 16:09:01][INFO] iteration      161/    1000 | consumed samples:        15456 | elapsed time per iteration (ms): 2743.3 | throughput (samples/sec/per_device): 4.374 | learning rate: 2.364852E-05 | global batch size:    96 | action loss: 2.033141E-01 | loss scale: 1.0 | grad norm: 0.630987 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:05][INFO] iteration      162/    1000 | consumed samples:        15552 | elapsed time per iteration (ms): 3966.1 | throughput (samples/sec/per_device): 3.026 | learning rate: 2.363091E-05 | global batch size:    96 | action loss: 1.993945E-01 | loss scale: 1.0 | grad norm: 0.660278 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:09][INFO] iteration      163/    1000 | consumed samples:        15648 | elapsed time per iteration (ms): 3969.5 | throughput (samples/sec/per_device): 3.023 | learning rate: 2.361320E-05 | global batch size:    96 | action loss: 1.921052E-01 | loss scale: 1.0 | grad norm: 0.726808 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:12][INFO] iteration      164/    1000 | consumed samples:        15744 | elapsed time per iteration (ms): 3002.3 | throughput (samples/sec/per_device): 3.997 | learning rate: 2.359537E-05 | global batch size:    96 | action loss: 2.012791E-01 | loss scale: 1.0 | grad norm: 0.709777 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:16][INFO] iteration      165/    1000 | consumed samples:        15840 | elapsed time per iteration (ms): 3957.1 | throughput (samples/sec/per_device): 3.033 | learning rate: 2.357744E-05 | global batch size:    96 | action loss: 1.908697E-01 | loss scale: 1.0 | grad norm: 0.704620 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:19][INFO] iteration      166/    1000 | consumed samples:        15936 | elapsed time per iteration (ms): 2984.2 | throughput (samples/sec/per_device): 4.021 | learning rate: 2.355940E-05 | global batch size:    96 | action loss: 1.755216E-01 | loss scale: 1.0 | grad norm: 0.681233 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:22][INFO] iteration      167/    1000 | consumed samples:        16032 | elapsed time per iteration (ms): 2364.0 | throughput (samples/sec/per_device): 5.076 | learning rate: 2.354126E-05 | global batch size:    96 | action loss: 1.935426E-01 | loss scale: 1.0 | grad norm: 0.594943 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:25][INFO] iteration      168/    1000 | consumed samples:        16128 | elapsed time per iteration (ms): 3230.7 | throughput (samples/sec/per_device): 3.714 | learning rate: 2.352301E-05 | global batch size:    96 | action loss: 2.091811E-01 | loss scale: 1.0 | grad norm: 0.616066 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:28][INFO] iteration      169/    1000 | consumed samples:        16224 | elapsed time per iteration (ms): 3568.3 | throughput (samples/sec/per_device): 3.363 | learning rate: 2.350465E-05 | global batch size:    96 | action loss: 2.182843E-01 | loss scale: 1.0 | grad norm: 0.657920 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:33][INFO] iteration      170/    1000 | consumed samples:        16320 | elapsed time per iteration (ms): 4121.6 | throughput (samples/sec/per_device): 2.912 | learning rate: 2.348619E-05 | global batch size:    96 | action loss: 1.733477E-01 | loss scale: 1.0 | grad norm: 0.589911 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:36][INFO] iteration      171/    1000 | consumed samples:        16416 | elapsed time per iteration (ms): 3012.5 | throughput (samples/sec/per_device): 3.983 | learning rate: 2.346763E-05 | global batch size:    96 | action loss: 2.007638E-01 | loss scale: 1.0 | grad norm: 0.581797 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:37][INFO] PowerSGDPlusState restart: iter=70 compressed_iter=50 method=approximate rank=1
[2026-08-21 16:09:44][INFO] iteration      172/    1000 | consumed samples:        16512 | elapsed time per iteration (ms): 8309.0 | throughput (samples/sec/per_device): 1.444 | learning rate: 2.344895E-05 | global batch size:    96 | action loss: 1.790175E-01 | loss scale: 1.0 | grad norm: 0.722003 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:47][INFO] iteration      173/    1000 | consumed samples:        16608 | elapsed time per iteration (ms): 3553.8 | throughput (samples/sec/per_device): 3.377 | learning rate: 2.343018E-05 | global batch size:    96 | action loss: 1.905836E-01 | loss scale: 1.0 | grad norm: 0.551147 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:52][INFO] iteration      174/    1000 | consumed samples:        16704 | elapsed time per iteration (ms): 4517.5 | throughput (samples/sec/per_device): 2.656 | learning rate: 2.341129E-05 | global batch size:    96 | action loss: 1.842462E-01 | loss scale: 1.0 | grad norm: 0.543677 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-08-21 16:09:55][INFO] iteration      175/    1000 | consumed samples:        16800 | elapsed time per iteration (ms): 3001.2 | throughput (samples/sec/per_device): 3.998 | learning rate: 2.339230E-05 | global batch size:    96 | action loss: 2.209937E-01 | loss scale: 1.0 | grad norm: 0.541041 | number of skipped iterations:   0 | number of nan iterations:   0 |
